epoch,time,train/loss,validated,is_best,current_metric,current_metric_name,best_metric,best_metric_name,best_epoch,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision,metrics/recall,metrics/mAP50-95,metrics/mAP50,metrics/mAP75,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mAP_small,metrics/mAP_medium,metrics/mAP_large,metrics/AR1,metrics/AR10,metrics/AR100,metrics/AR_max_det,metrics/max_det,metrics/AR_small,metrics/AR_medium,metrics/AR_large,speed/preprocess_ms,speed/inference_ms,speed/postprocess_ms,speed/total_ms,speed/total_s,speed/images_seen,lr/group0,lr/group1,lr/group2
11,126.22040319442749,7.045473648154217,1,0,0.023807262781441383,metrics/mAP50-95,0.04402944876706104,metrics/mAP50-95,9,2.3263258985851123,2.5757178171821264,2.143429959597795,0.023807262781441383,0.3232365145228216,0.023807262781441383,0.08517168159374887,0.004625934682677802,0.023807262781441383,0.3232365145228216,0.08517168159374887,0.023807262781441383,0.003772410066407519,0.0289208744374217,0.05796481305789605,0.019502074688796677,0.1238589211618257,0.3232365145228216,0.3232365145228216,100.0,0.12999999999999998,0.3245614035087719,0.34776785714285713,0.3945329521275774,6.224737891668006,28.06609039065204,39.94145876244654,6.310750484466553,158.0,0.008971428571428571,0.008971428571428571,0.008971428571428571
12,117.40640377998352,6.982702115307683,1,1,0.05712410349621556,metrics/mAP50-95,0.05712410349621556,metrics/mAP50-95,12,2.2840067822000254,2.582012707772462,2.116682627926702,0.05712410349621556,0.3454356846473029,0.05712410349621556,0.17507552662116055,0.016749224834638952,0.05712410349621556,0.3454356846473029,0.17507552662116055,0.05712410349621556,0.010691169688552028,0.07183228528356451,0.05124803908848214,0.03651452282157676,0.162448132780083,0.3454356846473029,0.3454356846473029,100.0,0.18666666666666665,0.3289473684210526,0.3834821428571428,0.21589104133316234,5.018585844884945,28.449505190306073,56.16108375259592,8.873451232910156,158.0,0.008842857142857144,0.008842857142857144,0.008842857142857144
13,112.49070119857788,6.87627259026403,1,0,0.04051191137143967,metrics/mAP50-95,0.05712410349621556,metrics/mAP50-95,12,2.264352628718252,2.5278155052143596,2.084104466697444,0.04051191137143967,0.32634854771784233,0.04051191137143967,0.1359179916103749,0.011363629957248787,0.04051191137143967,0.32634854771784233,0.1359179916103749,0.04051191137143967,0.013350460568823498,0.04925495669890282,0.039067670810293,0.02842323651452282,0.1421161825726141,0.32634854771784233,0.32634854771784233,100.0,0.16666666666666669,0.33771929824561403,0.33616071428571426,0.20692318300657633,6.627763373942314,24.80193180373952,37.32115709328953,5.896742820739746,158.0,0.008714285714285714,0.008714285714285714,0.008714285714285714
14,157.59163856506348,6.844027596971263,1,0,0.054360317042402954,metrics/mAP50-95,0.05712410349621556,metrics/mAP50-95,12,2.2560259026029836,2.4908436122147934,2.0971580769704734,0.054360317042402954,0.35497925311203316,0.054360317042402954,0.17255185243342064,0.015749890637488755,0.054360317042402954,0.35497925311203316,0.17255185243342064,0.054360317042402954,0.008056976083435927,0.05489520175500342,0.06130854820447884,0.041493775933609964,0.1759336099585062,0.35497925311203316,0.35497925311203316,100.0,0.12999999999999998,0.3416666666666667,0.39866071428571426,0.20872490315497674,5.135548265674446,54.74028255366071,66.08714031267769,10.441768169403076,158.0,0.008585714285714287,0.008585714285714287,0.008585714285714287
15,149.50872921943665,6.891766387483348,1,1,0.060924703854791054,metrics/mAP50-95,0.060924703854791054,metrics/mAP50-95,15,2.2463443966015526,2.5392508714095405,2.106171147978824,0.060924703854791054,0.3736514522821577,0.060924703854791054,0.1762567904768919,0.025602996857203526,0.060924703854791054,0.3736514522821577,0.1762567904768919,0.060924703854791054,0.013662182955503886,0.07312051088242677,0.05899130981927772,0.038174273858921165,0.17157676348547718,0.3736514522821577,0.3736514522821577,100.0,0.13999999999999999,0.37105263157894736,0.40758928571428565,0.27421456349046924,7.265278055698056,38.432184653946116,49.09818081916133,7.75751256942749,158.0,0.008457142857142858,0.008457142857142858,0.008457142857142858
16,71.32145547866821,6.80168686742368,1,0,0.0481807997145814,metrics/mAP50-95,0.060924703854791054,metrics/mAP50-95,15,2.2291681986788046,2.479652894579846,2.0928657314051753,0.0481807997145814,0.3645228215767634,0.0481807997145814,0.15858671104941988,0.010150635982994125,0.0481807997145814,0.3645228215767634,0.15858671104941988,0.0481807997145814,0.009819552812097657,0.0568782697225202,0.0467076795665741,0.03609958506224066,0.1788381742738589,0.3645228215767634,0.3645228215767634,100.0,0.14333333333333337,0.36973684210526314,0.3888392857142857,0.20186961451663246,4.986408390576327,24.904472918450075,36.010114452506926,5.689598083496094,158.0,0.008328571428571428,0.008328571428571428,0.008328571428571428
17,48.15342473983765,6.742539271064427,1,0,0.054805654019878636,metrics/mAP50-95,0.060924703854791054,metrics/mAP50-95,15,2.23552073603091,2.4476946462755618,2.059323842110841,0.054805654019878636,0.3680497925311203,0.054805654019878636,0.17047675711801724,0.016925160416607354,0.054805654019878636,0.3680497925311203,0.17047675711801724,0.054805654019878636,0.015605472703136114,0.06562656027391889,0.051772268771395076,0.03941908713692945,0.16390041493775934,0.3680497925311203,0.3680497925311203,100.0,0.13333333333333333,0.34298245614035083,0.425,0.22575523279890228,5.700490142725691,10.658478435081772,20.694206032571913,3.2696845531463623,158.0,0.0082,0.0082,0.0082
18,50.14570593833923,6.70475405195485,1,1,0.06394122695262355,metrics/mAP50-95,0.06394122695262355,metrics/mAP50-95,18,2.2090742536213086,2.4558385869731074,2.0398411919241366,0.06394122695262355,0.36369294605809127,0.06394122695262355,0.20072759410336172,0.020329566957628137,0.06394122695262355,0.36369294605809127,0.20072759410336172,0.06394122695262355,0.00730817614059116,0.07288417802569201,0.06572089764497535,0.053319502074688795,0.1883817427385892,0.36369294605809127,0.36369294605809127,100.0,0.12666666666666665,0.36754385964912284,0.39151785714285714,0.28525424908988084,6.066361560097224,10.492475726936437,21.34029322032687,3.3717663288116455,158.0,0.008071428571428571,0.008071428571428571,0.008071428571428571
19,48.07792067527771,6.6430875581243765,1,0,0.05230178174255,metrics/mAP50-95,0.06394122695262355,metrics/mAP50-95,18,2.22021175597025,2.4303079351134924,1.9925678605618684,0.05230178174255,0.3663900414937759,0.05230178174255,0.18429958099856622,0.00897403719650103,0.05230178174255,0.3663900414937759,0.18429958099856622,0.05230178174255,0.008078259291001073,0.05942408104336559,0.059358966827586075,0.05228215767634854,0.16950207468879666,0.3663900414937759,0.3663900414937759,100.0,0.17666666666666667,0.38991228070175443,0.3678571428571428,0.20366982568668413,4.909094375900075,11.761448051356062,22.803249238412594,3.6029133796691895,158.0,0.007942857142857142,0.007942857142857142,0.007942857142857142
20,51.92329382896423,6.66842246055603,1,1,0.07313543963540765,metrics/mAP50-95,0.07313543963540765,metrics/mAP50-95,20,2.1948497697063116,2.434179363043412,2.0393933511298634,0.07313543963540765,0.39087136929460586,0.07313543963540765,0.21889408609800412,0.028160803328450074,0.07313543963540765,0.39087136929460586,0.21889408609800412,0.07313543963540765,0.017771103693778004,0.07592857804057783,0.08125955477609897,0.045850622406639,0.1896265560165975,0.39087136929460586,0.39087136929460586,100.0,0.16,0.387719298245614,0.425,0.21944015840940836,6.261833106415181,10.658055921144124,21.540572371663927,3.4034104347229004,158.0,0.007814285714285715,0.007814285714285715,0.007814285714285715
21,49.669830083847046,6.6357813866242115,1,1,0.07685744716405032,metrics/mAP50-95,0.07685744716405032,metrics/mAP50-95,21,2.1823664294636766,2.4277408278506734,2.025674108577811,0.07685744716405032,0.4,0.07685744716405032,0.22499845761879964,0.029451446433587485,0.07685744716405032,0.4,0.22499845761879964,0.07685744716405032,0.014647745167880429,0.08601731469742667,0.08518877657797033,0.05892116182572614,0.21327800829875518,0.4,0.4,100.0,0.15333333333333332,0.37719298245614036,0.45624999999999993,0.21519238435769383,5.573920056789737,10.327562501158896,22.09481106528753,3.4909801483154297,158.0,0.007685714285714285,0.007685714285714285,0.007685714285714285
22,53.103601932525635,6.617949045222739,1,0,0.061809808417784724,metrics/mAP50-95,0.07685744716405032,metrics/mAP50-95,21,2.18854625587878,2.4363195662913113,1.9930832567422285,0.061809808417784724,0.3786307053941909,0.061809808417784724,0.2025590180682911,0.018312985651570156,0.061809808417784724,0.3786307053941909,0.2025590180682911,0.061809808417784724,0.011882862064781022,0.0669713781956302,0.07415934144258374,0.043153526970954356,0.187551867219917,0.3786307053941909,0.3786307053941909,100.0,0.21666666666666665,0.3684210526315789,0.41071428571428575,0.2496423600595209,5.970410153835635,15.795175033279614,25.124371806277505,3.9696507453918457,158.0,0.007557142857142858,0.007557142857142858,0.007557142857142858
23,52.26357841491699,6.567542858745741,1,0,0.06487377936624651,metrics/mAP50-95,0.07685744716405032,metrics/mAP50-95,21,2.1685790160427922,2.4115284020486087,1.9874354691609093,0.06487377936624651,0.3804979253112033,0.06487377936624651,0.21002663119070697,0.02452162517062163,0.06487377936624651,0.3804979253112033,0.21002663119070697,0.06487377936624651,0.014524667794428152,0.08001016140545184,0.062575893672131,0.046680497925311204,0.2053941908713693,0.3804979253112033,0.3804979253112033,100.0,0.18,0.39210526315789473,0.39553571428571427,0.20384788513183594,5.044294309012497,24.03204048736186,36.51759896097304,5.76978063583374,158.0,0.0074285714285714285,0.0074285714285714285,0.0074285714285714285
24,52.419137954711914,6.552683213482732,1,0,0.061892374153450044,metrics/mAP50-95,0.07685744716405032,metrics/mAP50-95,21,2.178498808456504,2.3943425442861472,1.9798418581485748,0.061892374153450044,0.3854771784232365,0.061892374153450044,0.20866264679721225,0.019385051075213374,0.061892374153450044,0.3854771784232365,0.20866264679721225,0.061892374153450044,0.017694753736250124,0.07739905824165787,0.06638741078071436,0.04398340248962655,0.20850622406639002,0.3854771784232365,0.3854771784232365,100.0,0.15333333333333335,0.38201754385964914,0.4200892857142858,0.20752677434607397,5.088810679278796,10.953728156753733,21.129401424263097,3.3384454250335693,158.0,0.0073,0.0073,0.0073
25,50.46107268333435,6.549515019292417,1,1,0.0874289320832836,metrics/mAP50-95,0.0874289320832836,metrics/mAP50-95,25,2.184235901936241,2.370846471060877,1.9944326411122861,0.0874289320832836,0.4037344398340249,0.0874289320832836,0.26115697771320096,0.03794018405335083,0.0874289320832836,0.4037344398340249,0.26115697771320096,0.0874289320832836,0.01498350465705909,0.09029641645245803,0.0960065299801137,0.053112033195020746,0.21203319502074688,0.4037344398340249,0.4037344398340249,100.0,0.2166666666666667,0.3986842105263158,0.43392857142857144,0.3013414672658413,5.166830895822259,18.654945530468904,28.40266952031775,4.487621784210205,158.0,0.007171428571428572,0.007171428571428572,0.007171428571428572
26,52.76374363899231,6.51193106174469,1,0,0.06155782938846738,metrics/mAP50-95,0.0874289320832836,metrics/mAP50-95,25,2.177973219881887,2.356562378613845,1.9773954619532046,0.06155782938846738,0.38526970954356843,0.06155782938846738,0.1996970124123516,0.020058932935355947,0.06155782938846738,0.38526970954356843,0.1996970124123516,0.06155782938846738,0.012122996346401965,0.06317726859360197,0.08053162025611135,0.05497925311203319,0.20311203319502075,0.38526970954356843,0.38526970954356843,100.0,0.16333333333333333,0.387719298245614,0.4125,0.28578239151194124,6.098504307903821,10.439896885352798,21.833395656151108,3.449676513671875,158.0,0.007042857142857142,0.007042857142857142,0.007042857142857142
27,54.87480878829956,6.527788861938145,1,1,0.0905517619673773,metrics/mAP50-95,0.0905517619673773,metrics/mAP50-95,27,2.1721344875252764,2.3589071061300193,1.9967472384805265,0.0905517619673773,0.39668049792531124,0.0905517619673773,0.27001388603492554,0.037247531887091796,0.0905517619673773,0.39668049792531124,0.27001388603492554,0.0905517619673773,0.02181692506754532,0.09862333089486765,0.0932601731369986,0.06182572614107884,0.2211618257261411,0.39668049792531124,0.39668049792531124,100.0,0.2033333333333333,0.3960526315789474,0.42321428571428577,0.26811225504814823,5.095475836645199,26.915162424497968,36.84513327441638,5.821531057357788,158.0,0.006914285714285715,0.006914285714285715,0.006914285714285715
28,49.64830136299133,6.415569657864778,1,0,0.08329949672836898,metrics/mAP50-95,0.0905517619673773,metrics/mAP50-95,27,2.147920327342075,2.3121359244636865,1.9555134552976359,0.08329949672836898,0.39502074688796684,0.08329949672836898,0.23214304091234453,0.03673092890739224,0.08329949672836898,0.39502074688796684,0.23214304091234453,0.08329949672836898,0.06290723703166419,0.08746787491916923,0.09938603895754686,0.06286307053941909,0.20850622406639005,0.39502074688796684,0.39502074688796684,100.0,0.16999999999999998,0.36578947368421055,0.45491071428571433,0.26175040232984326,4.997236819206914,11.774677264539502,21.40489711037165,3.3819737434387207,158.0,0.0067857142857142855,0.0067857142857142855,0.0067857142857142855
29,53.57308554649353,6.442083975543147,1,0,0.07804015041642816,metrics/mAP50-95,0.0905517619673773,metrics/mAP50-95,27,2.1399635646654214,2.347687068192855,1.954433306403782,0.07804015041642816,0.39460580912863075,0.07804015041642816,0.24628979785192054,0.021563704231817787,0.07804015041642816,0.39460580912863075,0.24628979785192054,0.07804015041642816,0.04860225670267731,0.08689090509230088,0.08286467231929706,0.053526970954356844,0.21535269709543567,0.39460580912863075,0.39460580912863075,100.0,0.2,0.381578947368421,0.43392857142857144,0.20811980283713039,6.20547427406794,14.415762092493758,26.445898828627186,4.178452014923096,158.0,0.006657142857142857,0.006657142857142857,0.006657142857142857
30,50.23651456832886,6.431404818659243,1,0,0.08255648061410643,metrics/mAP50-95,0.0905517619673773,metrics/mAP50-95,27,2.1487651843091715,2.2999219687088677,1.9827176254728567,0.08255648061410643,0.395643153526971,0.08255648061410643,0.23688982814545653,0.029048168484449296,0.08255648061410643,0.395643153526971,0.23688982814545653,0.08255648061410643,0.04011909358550519,0.08302487579806567,0.1010578178941074,0.05746887966804979,0.20435684647302904,0.395643153526971,0.395643153526971,100.0,0.19666666666666666,0.37324561403508766,0.44508928571428574,0.21249734902683692,5.541513237772109,10.861132718339752,21.409013603307024,3.3826241493225098,158.0,0.006528571428571429,0.006528571428571429,0.006528571428571429
31,52.719707012176514,6.432128377582716,1,0,0.07310150173897427,metrics/mAP50-95,0.0905517619673773,metrics/mAP50-95,27,2.1542362130206563,2.3073298062967216,1.9705623802931413,0.07310150173897427,0.37904564315352696,0.07310150173897427,0.22459239093965166,0.01821987911890801,0.07310150173897427,0.37904564315352696,0.22459239093965166,0.07310150173897427,0.02711687991121714,0.07914446683359325,0.08313909619284435,0.05373443983402489,0.1995850622406639,0.37904564315352696,0.37904564315352696,100.0,0.24333333333333335,0.3899122807017544,0.38616071428571425,0.2898234355298779,6.80765471880949,12.272614466993115,39.77508333664906,6.284463167190552,158.0,0.0063999999999999994,0.0063999999999999994,0.0063999999999999994
32,52.641276359558105,6.413582428641941,1,0,0.06887670649054853,metrics/mAP50-95,0.0905517619673773,metrics/mAP50-95,27,2.145042913115543,2.3003203208031864,1.9682191739911619,0.06887670649054853,0.3894190871369295,0.06887670649054853,0.22102114045490562,0.022113194984317137,0.06887670649054853,0.3894190871369295,0.22102114045490562,0.06887670649054853,0.02738901037350669,0.0681013475828322,0.08191485677720112,0.053112033195020746,0.20020746887966806,0.3894190871369295,0.3894190871369295,100.0,0.19666666666666663,0.3899122807017544,0.4147321428571429,0.21248225924334949,5.384277693832977,28.672918488707722,38.87430022034464,6.142139434814453,158.0,0.006271428571428571,0.006271428571428571,0.006271428571428571
33,53.633893966674805,6.396040802416594,1,0,0.08734531458384949,metrics/mAP50-95,0.0905517619673773,metrics/mAP50-95,27,2.129513759975848,2.318439297054125,1.9480877544568933,0.08734531458384949,0.40394190871369295,0.08734531458384949,0.2663503154935119,0.034862512260575816,0.08734531458384949,0.40394190871369295,0.2663503154935119,0.08734531458384949,0.020466419135743666,0.08776373049939133,0.10069701926119276,0.060995850622406644,0.22551867219917013,0.40394190871369295,0.40394190871369295,100.0,0.22666666666666666,0.3995614035087719,0.4321428571428571,0.26398218130763573,6.213319452503059,15.643727930286264,25.94510965709445,4.099327325820923,158.0,0.006142857142857143,0.006142857142857143,0.006142857142857143
34,50.12612581253052,6.357267986173215,1,1,0.09575062239919195,metrics/mAP50-95,0.09575062239919195,metrics/mAP50-95,34,2.139367465091788,2.293419572322265,1.924480913773827,0.09575062239919195,0.4016597510373444,0.09575062239919195,0.2793104973480257,0.04030546753714046,0.09575062239919195,0.4016597510373444,0.2793104973480257,0.09575062239919195,0.018266835475974526,0.10021701597219447,0.10481587137699462,0.06286307053941909,0.2215767634854772,0.4016597510373444,0.4016597510373444,100.0,0.17333333333333334,0.3780701754385965,0.45625,0.3263241128076481,6.744176526612874,11.091334910332403,22.768342042271094,3.597398042678833,158.0,0.006014285714285714,0.006014285714285714,0.006014285714285714
35,52.88362264633179,6.26036884992019,1,0,0.09075215767677171,metrics/mAP50-95,0.09575062239919195,metrics/mAP50-95,34,2.103850859662761,2.24473851012147,1.911779478840206,0.09075215767677171,0.4070539419087137,0.09075215767677171,0.26733086164956193,0.03769146881278007,0.09075215767677171,0.4070539419087137,0.26733086164956193,0.09075215767677171,0.027375628491559122,0.10016068237828497,0.09215473555669537,0.05788381742738589,0.22240663900414934,0.4070539419087137,0.4070539419087137,100.0,0.22000000000000003,0.4100877192982456,0.4290178571428571,0.21938130825380733,5.988807617863523,11.612499816508233,22.83063266850725,3.6072399616241455,158.0,0.005885714285714285,0.005885714285714285,0.005885714285714285
36,50.195648193359375,6.316474354785422,1,0,0.0793974921490224,metrics/mAP50-95,0.09575062239919195,metrics/mAP50-95,34,2.131881489701893,2.2797179999558823,1.9048748651276464,0.0793974921490224,0.3977178423236515,0.0793974921490224,0.23832007017525056,0.029888079460150666,0.0793974921490224,0.3977178423236515,0.23832007017525056,0.0793974921490224,0.01661913626492415,0.07837742873768583,0.10314344592019399,0.05726141078838175,0.2049792531120332,0.3977178423236515,0.3977178423236515,100.0,0.18333333333333332,0.40087719298245617,0.42321428571428565,0.21060358119916311,5.500286440306072,14.586078969738152,24.936580959754654,3.9399797916412354,158.0,0.005757142857142857,0.005757142857142857,0.005757142857142857
37,54.146918058395386,6.287343097769695,1,0,0.0872377162194364,metrics/mAP50-95,0.09575062239919195,metrics/mAP50-95,34,2.098401216061219,2.285897686429646,1.903044212123622,0.0872377162194364,0.40145228215767637,0.0872377162194364,0.27016554444032104,0.033856910075985194,0.0872377162194364,0.40145228215767637,0.27016554444032104,0.0872377162194364,0.029746707615590274,0.08944370346508906,0.09956902422314141,0.05684647302904564,0.2211618257261411,0.40145228215767637,0.40145228215767637,100.0,0.16,0.40131578947368424,0.43392857142857144,0.25342235082312475,6.912146942524971,23.489576351793506,33.71269642552243,5.326606035232544,158.0,0.005628571428571429,0.005628571428571429,0.005628571428571429
38,49.95449733734131,6.271673710449882,1,1,0.09633204046288812,metrics/mAP50-95,0.09633204046288812,metrics/mAP50-95,38,2.1123180285744043,2.2597937739413716,1.8995618703572645,0.09633204046288812,0.40809128630705394,0.09633204046288812,0.27376508929846854,0.04287449415557285,0.09633204046288812,0.40809128630705394,0.27376508929846854,0.09633204046288812,0.024330840138550754,0.09731236266054845,0.11406694840081513,0.06597510373443984,0.2363070539419087,0.40809128630705394,0.40809128630705394,100.0,0.1933333333333333,0.4026315789473685,0.4424107142857142,0.2657416500622713,5.4475868804545335,10.404837282398079,21.809173535697067,3.4458494186401367,158.0,0.0055,0.0055,0.0055
39,51.89238882064819,6.299619467362113,1,1,0.09839352534574332,metrics/mAP50-95,0.09839352534574332,metrics/mAP50-95,39,2.10922166057255,2.2645688704822375,1.925828940194586,0.09839352534574332,0.4147302904564315,0.09839352534574332,0.2821418923764166,0.03450354172550152,0.09839352534574332,0.4147302904564315,0.2821418923764166,0.09839352534574332,0.02656949053066678,0.10430594798700066,0.10693306633887972,0.06390041493775933,0.24190871369294603,0.4147302904564315,0.4147302904564315,100.0,0.17333333333333334,0.40701754385964917,0.4549107142857142,0.334679325924644,6.635433510888981,10.670425016668778,20.81121070475518,3.2881712913513184,158.0,0.005371428571428571,0.005371428571428571,0.005371428571428571
40,50.11988043785095,6.225674240485482,1,0,0.08401692267508802,metrics/mAP50-95,0.09839352534574332,metrics/mAP50-95,39,2.1197701886944147,2.2172659726246544,1.8886380895324375,0.08401692267508802,0.4159751037344398,0.08401692267508802,0.2611745873159628,0.029583644687732998,0.08401692267508802,0.4159751037344398,0.2611745873159628,0.08401692267508802,0.0291042617500355,0.07134323144849171,0.1081414803440976,0.05933609958506224,0.23236514522821575,0.4159751037344398,0.4159751037344398,100.0,0.23666666666666664,0.4026315789473685,0.45357142857142857,0.28051907503152196,5.504152442835554,11.254060117504265,22.713090800031832,3.5886683464050293,158.0,0.005242857142857143,0.005242857142857143,0.005242857142857143
